Department,FullTimePartTime,Tenure,ManagementLevel,HiltonCSR,WellInformed,JobSatisfaction,RewardsJustice,GenX,Millennial,GenZ,MCPaysat,all_eng,all_workenv,all_treat,all_adeq,all_reward,all_learn,all_wrklfe,all_mgt,ClearJobExpectations,IntentToStayHighLow
37,3.0,4.0,2,4.0,2.0,2.0,1.0,1,0,0,-1.62,2.8,4.0,4.25,3.5,3.0,3.1875,2.5,4.0,4.0,0
7,3.0,3.0,2,4.0,4.0,5.0,3.0,1,0,0,-0.6200000000000001,4.3,4.214285714285714,4.0,4.0,4.5,3.6875,3.5,4.125,4.5,1
21,5.0,8.0,3,4.0,3.0,5.0,3.0,0,0,0,0.3799999999999999,4.5,4.571428571428571,3.75,3.5,4.0,3.375,4.0,3.875,4.0,0
29,3.0,6.0,3,4.0,4.0,4.0,5.0,1,0,0,1.38,4.4,4.285714285714286,4.75,5.0,5.0,4.75,4.5,4.75,5.0,1
28,4.0,5.0,2,3.0,3.0,4.0,5.0,0,1,0,0.3799999999999999,4.0,4.285714285714286,4.0,4.5,4.5,4.25,5.0,4.75,5.0,0
16,3.0,7.0,3,4.0,4.0,4.0,3.0,1,0,0,-0.6200000000000001,4.0,4.142857142857143,4.5,5.0,5.0,4.875,4.5,4.25,4.5,0
38,3.0,8.0,3,5.0,5.0,5.0,5.0,0,0,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
21,3.0,7.0,3,5.0,5.0,5.0,5.0,1,0,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
30,3.0,6.0,3,5.0,4.0,4.0,2.0,0,1,0,0.3799999999999999,4.4,4.5,4.75,5.0,4.5,4.1875,5.0,4.25,5.0,1
5,3.0,8.0,1,5.0,4.0,5.0,4.0,1,0,0,1.38,4.8,5.0,5.0,5.0,4.5,4.8125,4.5,5.0,5.0,0
7,5.0,6.0,4,4.0,4.0,3.0,3.0,0,1,0,-0.6200000000000001,5.0,4.571428571428571,4.75,5.0,5.0,4.875,5.0,5.0,5.0,1
20,3.0,5.0,3,3.0,2.0,4.0,2.0,1,0,0,-1.62,3.6,3.0,3.75,3.5,4.0,3.125,3.0,3.25,4.0,0
15,3.0,3.0,3,4.0,4.0,5.0,5.0,0,1,0,0.3799999999999999,4.8,4.857142857142857,5.0,4.5,5.0,5.0,4.5,4.75,5.0,1
5,3.0,8.0,3,5.0,5.0,5.0,5.0,0,0,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
16,4.0,8.0,3,4.0,4.0,4.0,4.0,0,0,0,-0.6200000000000001,4.7,4.714285714285714,5.0,5.0,4.5,3.9375,4.5,4.875,5.0,0
7,3.0,3.0,2,5.0,5.0,5.0,3.0,0,1,0,0.3799999999999999,4.8,5.0,5.0,4.5,5.0,4.6875,4.5,4.625,5.0,1
5,3.0,8.0,3,4.0,4.0,4.0,3.0,1,0,0,0.3799999999999999,4.5,4.0,4.0,4.0,3.5,3.6875,4.0,3.875,4.0,0
1,4.0,8.0,2,5.0,5.0,5.0,5.0,1,0,0,-0.6200000000000001,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
12,3.0,3.0,3,5.0,5.0,5.0,5.0,0,1,0,1.38,5.0,4.785714285714286,5.0,5.0,5.0,4.875,5.0,5.0,5.0,1
12,4.0,7.0,2,5.0,5.0,5.0,5.0,0,1,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
16,3.0,7.0,3,5.0,5.0,5.0,5.0,0,1,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
16,3.0,7.0,3,5.0,5.0,5.0,5.0,1,0,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
22,3.0,3.0,3,5.0,5.0,5.0,5.0,0,1,0,-0.6200000000000001,5.0,5.0,5.0,5.0,5.0,5.0,2.5,4.875,5.0,1
12,5.0,8.0,3,5.0,5.0,5.0,5.0,0,0,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
30,3.0,3.0,3,2.0,2.0,4.0,3.0,0,0,1,-0.6200000000000001,3.4,3.5,3.0,3.5,3.5,2.75,3.0,3.125,3.5,0
21,5.0,5.0,3,3.0,4.0,5.0,5.0,0,1,0,1.38,5.0,5.0,5.0,5.0,5.0,4.625,5.0,5.0,5.0,1
2,4.0,7.0,2,5.0,3.0,4.0,1.0,1,0,0,-1.62,3.6,4.857142857142857,4.5,4.5,4.0,4.5625,2.5,3.875,3.0,0
28,4.0,2.0,3,5.0,5.0,5.0,4.0,1,0,0,0.3799999999999999,5.0,4.857142857142857,4.75,4.0,5.0,4.5625,3.5,4.875,4.5,1
38,3.0,6.0,2,5.0,4.0,5.0,5.0,0,0,0,0.3799999999999999,4.8,4.857142857142857,4.5,5.0,5.0,4.875,4.5,4.75,5.0,1
21,3.0,8.0,3,5.0,5.0,5.0,5.0,1,0,0,1.38,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1
12,3.0,7.0,3,5.0,5.0,5.0,1.0,1,0,0,-1.62,4.6,4.142857142857143,4.25,4.0,3.5,4.5,4.0,4.375,4.5,0
23,3.0,7.0,3,4.0,4.0,5.0,3.0,0,0,0,-0.6200000000000001,4.2,4.214285714285714,4.25,5.0,4.0,3.875,5.0,4.125,4.5,0
21,3.0,8.0,3,4.0,4.0,4.0,4.0,0,0,0,0.3799999999999999,4.0,4.0,4.0,4.5,4.0,4.125,4.0,4.0,4.0,0
25,3.0,7.0,4,4.0,4.0,3.0,4.0,1,0,0,-2.62,4.0,3.7857142857142856,3.75,4.0,3.5,3.4375,3.5,4.0,4.0,0
21,3.0,5.0,4,5.0,5.0,5.0,4.0,0,0,0,0.3799999999999999,4.5,3.5714285714285716,3.5,4.0,3.5,3.625,4.5,3.5,4.5,0
12,3.0,7.0,3,5.0,4.0,5.0,4.0,0,0,0,1.38,5.0,4.428571428571429,4.0,3.5,5.0,3.375,4.0,4.375,3.5,1
5,4.0,5.0,2,5.0,4.0,5.0,5.0,1,0,0,0.3799999999999999,5.0,4.642857142857143,5.0,5.0,5.0,4.875,5.0,5.0,5.0,1
16,3.0,7.0,3,4.0,4.0,4.0,5.0,0,1,0,0.3799999999999999,4.0,4.0,4.0,4.0,4.0,4.6875,4.5,4.75,4.5,1
34,3.0,8.0,4,4.0,3.0,4.0,3.0,0,1,0,1.38,3.3,3.0714285714285716,1.75,1.5,5.0,2.4375,4.5,3.0,3.5,0
5,3.0,8.0,4,5.0,5.0,4.0,3.0,0,0,1,-0.6200000000000001,4.7,4.5,4.5,5.0,4.0,4.125,5.0,4.125,4.0,0
29,3.0,6.0,2,5.0,3.0,5.0,5.0,0,1,0,0.3799999999999999,5.0,5.0,5.0,4.0,5.0,5.0,4.5,5.0,5.0,1
8,5.0,6.0,4,4.0,4.0,4.0,4.0,1,0,0,0.3799999999999999,4.0,4.214285714285714,4.25,3.5,4.0,4.125,5.0,4.25,4.0,0
9,3.0,8.0,4,5.0,5.0,5.0,5.0,1,0,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
13,3.0,8.0,4,4.0,4.0,4.0,4.0,0,1,0,0.3799999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
25,3.0,3.0,2,5.0,5.0,5.0,5.0,1,0,0,0.3799999999999999,5.0,4.857142857142857,5.0,5.0,5.0,4.625,4.5,5.0,5.0,1
29,3.0,8.0,3,4.0,4.0,4.0,4.0,1,0,0,-0.6200000000000001,4.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,0
13,3.0,4.0,2,4.0,4.0,4.0,4.0,0,1,0,0.3799999999999999,4.3,4.0,4.25,4.5,4.0,4.125,4.0,4.375,4.5,0
28,4.0,7.0,1,5.0,5.0,4.0,5.0,1,0,0,1.38,4.3,4.285714285714286,4.5,4.5,4.0,5.0,4.5,4.375,4.5,0
20,3.0,8.0,3,5.0,3.0,5.0,5.0,0,0,0,1.38,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1
21,3.0,8.0,3,5.0,5.0,5.0,5.0,1,0,0,1.38,5.0,4.857142857142857,5.0,5.0,5.0,5.0,5.0,4.875,5.0,1
5,3.0,2.0,3,5.0,5.0,5.0,5.0,0,1,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
15,4.0,7.0,2,5.0,5.0,5.0,5.0,1,0,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
7,3.0,8.0,3,5.0,3.0,5.0,3.0,0,0,0,0.3799999999999999,4.1,4.142857142857143,3.25,3.5,5.0,3.5625,4.0,3.25,4.0,1
16,3.0,2.0,3,3.0,4.0,5.0,4.0,0,0,1,-0.6200000000000001,4.5,4.285714285714286,4.75,4.5,4.5,3.8125,3.5,4.625,4.0,1
25,3.0,8.0,3,4.0,4.0,4.0,3.0,1,0,0,-0.6200000000000001,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0
9,5.0,3.0,3,5.0,5.0,5.0,3.0,0,1,0,-0.6200000000000001,5.0,4.857142857142857,4.5,5.0,3.0,4.5,5.0,4.125,5.0,1
12,3.0,4.0,2,5.0,4.0,5.0,4.0,0,1,0,0.3799999999999999,4.2,4.142857142857143,4.25,4.0,4.5,4.1875,4.0,4.125,4.0,0
15,4.0,5.0,2,5.0,5.0,4.0,5.0,0,1,0,1.38,4.5,4.857142857142857,5.0,5.0,5.0,5.0,4.0,5.0,4.5,1
41,3.0,5.0,3,4.0,5.0,5.0,4.0,0,1,0,-1.62,4.0,4.142857142857143,4.0,4.0,4.0,4.0,4.0,4.125,4.5,0
7,3.0,8.0,3,5.0,5.0,5.0,5.0,0,0,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
24,3.0,8.0,3,5.0,5.0,5.0,5.0,1,0,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
38,4.0,6.0,1,5.0,5.0,5.0,4.0,1,0,0,0.3799999999999999,4.7,4.857142857142857,3.75,4.0,4.0,4.25,4.0,4.375,4.5,0
21,3.0,8.0,3,5.0,4.0,4.0,4.0,0,0,0,0.3799999999999999,4.6,4.5,4.5,4.5,4.5,4.25,5.0,4.0,4.5,1
36,3.0,7.0,3,5.0,5.0,5.0,4.0,1,0,0,1.38,5.0,5.0,4.5,5.0,5.0,4.875,5.0,4.75,5.0,1
16,3.0,8.0,3,4.0,5.0,4.0,5.0,1,0,0,1.38,4.5,5.0,5.0,5.0,5.0,4.875,5.0,5.0,5.0,1
16,3.0,2.0,3,5.0,5.0,5.0,5.0,0,1,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
29,3.0,8.0,4,4.0,4.0,4.0,5.0,1,0,0,0.3799999999999999,4.5,4.0,4.25,4.0,4.0,4.0,4.0,4.375,4.0,0
25,3.0,5.0,4,4.0,4.0,4.0,4.0,0,1,0,-0.6200000000000001,4.2,3.7857142857142856,4.0,4.0,3.5,3.6875,4.0,3.875,4.0,0
21,3.0,8.0,3,5.0,3.0,5.0,5.0,0,0,0,1.38,4.8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2,4.0,4.0,1,5.0,5.0,5.0,5.0,0,1,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
25,3.0,8.0,3,5.0,5.0,5.0,5.0,1,0,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
24,4.0,8.0,2,5.0,5.0,5.0,4.0,0,1,0,0.3799999999999999,4.5,4.714285714285714,4.5,4.0,4.0,4.625,3.5,4.625,4.0,1
31,3.0,8.0,3,5.0,5.0,4.0,4.0,0,0,0,0.3799999999999999,4.0,4.142857142857143,4.25,5.0,4.5,4.5625,4.0,4.75,4.0,1
7,3.0,7.0,3,4.0,4.0,5.0,3.0,0,1,0,0.3799999999999999,4.6,4.642857142857143,4.75,4.0,4.5,4.1875,4.0,5.0,4.5,1
5,3.0,7.0,3,5.0,4.0,3.0,2.0,0,1,0,-2.62,3.5,4.285714285714286,4.75,4.0,4.5,3.9375,4.5,3.0,4.0,0
5,3.0,8.0,3,3.0,3.0,4.0,1.0,0,1,0,0.3799999999999999,3.3,4.071428571428571,4.0,3.0,4.0,3.125,4.0,4.5,3.5,1
32,5.0,3.0,3,5.0,4.0,5.0,5.0,0,1,0,1.38,5.0,5.0,5.0,4.5,5.0,4.6875,4.0,4.75,4.5,1
16,3.0,2.0,3,4.0,4.0,4.0,3.0,0,0,1,-1.62,4.0,3.642857142857143,4.5,2.5,4.0,3.625,4.5,4.0,5.0,0
5,3.0,8.0,3,5.0,5.0,5.0,5.0,1,0,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2,4.0,8.0,1,4.0,5.0,5.0,5.0,0,1,0,0.3799999999999999,5.0,5.0,5.0,4.5,5.0,5.0,4.5,5.0,4.5,1
39,3.0,4.0,3,5.0,5.0,5.0,5.0,0,1,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
25,3.0,8.0,3,4.0,4.0,4.0,4.0,1,0,0,-1.62,4.0,3.857142857142857,4.0,4.0,4.0,3.75,4.0,4.375,4.0,0
3,3.0,8.0,1,5.0,5.0,5.0,5.0,1,0,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
21,3.0,8.0,3,4.0,4.0,4.0,4.0,0,0,0,0.3799999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
16,3.0,4.0,3,4.0,4.0,5.0,5.0,1,0,0,1.38,4.7,4.642857142857143,4.25,4.0,5.0,4.4375,4.5,5.0,5.0,1
21,3.0,4.0,4,3.0,3.0,3.0,2.0,0,1,0,-0.6200000000000001,3.0,3.5,3.0,4.0,3.0,3.375,4.0,4.125,4.0,0
19,3.0,3.0,3,5.0,4.0,5.0,2.0,0,0,1,0.3799999999999999,5.0,4.571428571428571,4.75,4.5,4.5,4.75,5.0,4.875,5.0,0
25,3.0,8.0,2,5.0,5.0,5.0,5.0,0,0,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
21,3.0,8.0,3,5.0,5.0,5.0,5.0,0,0,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
38,4.0,3.0,2,4.0,4.0,4.0,4.0,0,0,0,0.3799999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
5,3.0,8.0,3,3.0,3.0,5.0,2.0,1,0,0,0.3799999999999999,3.7,3.2857142857142856,2.5,3.5,4.5,3.3125,4.5,3.375,4.0,0
16,3.0,2.0,3,4.0,5.0,4.0,5.0,0,0,0,-0.6200000000000001,4.8,3.5,4.25,4.0,4.5,4.5,4.0,5.0,4.5,1
6,3.0,8.0,1,5.0,5.0,5.0,3.0,1,0,0,1.38,4.6,4.571428571428571,4.5,5.0,5.0,3.875,5.0,5.0,4.0,1
22,3.0,2.0,4,4.0,4.0,3.0,3.0,0,1,0,-0.6200000000000001,4.0,4.142857142857143,3.25,3.5,4.0,4.0,4.0,3.125,3.5,0
5,3.0,8.0,2,5.0,5.0,5.0,5.0,0,0,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,1
20,3.0,5.0,2,5.0,4.0,4.0,4.0,0,1,0,1.38,3.8,3.7142857142857144,3.0,4.0,5.0,3.4375,3.0,3.25,2.0,0
32,3.0,3.0,3,4.0,3.0,5.0,4.0,0,0,1,-0.6200000000000001,4.4,5.0,4.5,5.0,4.5,4.4375,5.0,4.875,5.0,1
25,3.0,3.0,3,4.0,4.0,4.0,4.0,1,0,0,0.3799999999999999,4.3,4.0,4.0,4.0,4.0,3.875,4.0,4.0,4.0,0
21,3.0,8.0,2,4.0,4.0,4.0,4.0,1,0,0,0.3799999999999999,4.2,4.0,4.25,4.0,4.0,4.0,4.0,4.125,4.0,1
30,5.0,3.0,3,4.0,5.0,5.0,4.0,1,0,0,0.3799999999999999,4.8,4.785714285714286,4.25,5.0,4.5,4.75,4.0,4.75,5.0,1
13,3.0,5.0,3,4.0,4.0,5.0,5.0,1,0,0,1.38,4.8,4.571428571428571,4.75,5.0,4.0,5.0,4.5,4.5,4.5,1
29,3.0,8.0,2,4.0,3.0,3.0,3.0,1,0,0,-2.62,4.1,4.142857142857143,4.5,4.5,3.0,4.0625,4.0,4.25,4.5,0
21,3.0,8.0,3,5.0,5.0,5.0,5.0,0,0,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
7,5.0,5.0,3,4.0,4.0,5.0,3.0,1,0,0,0.3799999999999999,4.3,4.142857142857143,4.25,5.0,4.0,3.6875,5.0,4.0,4.0,0
5,3.0,6.0,3,4.0,4.0,4.0,3.0,0,1,0,-0.6200000000000001,4.0,4.0,4.0,4.0,4.0,3.625,4.0,4.125,3.0,0
25,3.0,6.0,3,5.0,4.0,5.0,5.0,1,0,0,0.3799999999999999,5.0,4.857142857142857,5.0,4.0,4.5,4.875,3.5,5.0,4.5,1
28,4.0,6.0,2,5.0,4.0,5.0,5.0,0,1,0,1.38,5.0,5.0,4.75,5.0,5.0,5.0,5.0,5.0,5.0,1
31,3.0,4.0,3,5.0,2.0,3.0,5.0,0,1,0,1.38,4.8,5.0,5.0,5.0,5.0,4.6875,4.5,5.0,4.5,1
21,3.0,8.0,3,5.0,5.0,5.0,5.0,0,0,0,0.3799999999999999,4.8,4.714285714285714,4.0,5.0,4.5,4.6875,5.0,4.625,4.5,1
25,3.0,2.0,4,5.0,5.0,5.0,5.0,1,0,0,0.3799999999999999,5.0,5.0,5.0,5.0,5.0,4.875,5.0,4.75,5.0,1
21,3.0,4.0,3,5.0,5.0,5.0,5.0,0,1,0,0.3799999999999999,5.0,5.0,4.75,5.0,5.0,5.0,5.0,5.0,5.0,1
21,3.0,8.0,3,4.0,4.0,4.0,4.0,0,0,0,0.3799999999999999,4.5,4.428571428571429,4.25,4.0,4.0,3.75,4.0,4.5,4.5,0
16,4.0,6.0,2,2.0,4.0,5.0,4.0,0,1,0,0.3799999999999999,4.6,5.0,5.0,4.5,4.5,4.6875,3.0,4.875,4.0,1
25,3.0,6.0,2,5.0,5.0,5.0,5.0,0,0,0,-0.6200000000000001,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
15,3.0,3.0,1,1.0,5.0,5.0,5.0,0,1,0,-0.6200000000000001,5.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,1
7,4.0,1.0,2,5.0,5.0,5.0,5.0,0,1,0,1.38,4.6,4.5,5.0,4.5,5.0,4.3125,5.0,4.5,5.0,1
20,4.0,5.0,2,4.0,4.0,4.0,3.0,0,1,0,-0.6200000000000001,4.1,3.857142857142857,3.75,4.0,4.0,3.875,4.0,4.25,3.0,0
21,3.0,8.0,1,5.0,5.0,5.0,5.0,0,0,0,1.38,4.8,4.571428571428571,3.75,4.0,5.0,4.625,5.0,4.25,4.0,1
15,3.0,7.0,3,5.0,5.0,4.0,5.0,0,1,0,1.38,4.8,4.714285714285714,4.5,4.0,5.0,5.0,2.0,5.0,5.0,1
28,4.0,4.0,2,4.0,4.0,4.0,4.0,1,0,0,0.3799999999999999,3.8,4.142857142857143,4.25,4.0,4.0,4.25,3.5,4.625,4.0,0
20,4.0,7.0,2,4.0,4.0,5.0,4.0,0,1,0,0.3799999999999999,4.8,4.5,4.75,4.5,4.5,5.0,5.0,4.75,5.0,1
7,3.0,6.0,3,5.0,4.0,5.0,1.0,0,1,0,0.3799999999999999,3.7,3.5,3.25,3.5,5.0,3.4375,4.5,2.0,3.5,0
29,3.0,4.0,2,4.0,4.0,4.0,2.0,0,1,0,-2.62,4.0,3.857142857142857,4.5,4.0,2.5,3.75,4.0,4.375,2.5,0
28,4.0,7.0,3,5.0,5.0,5.0,2.0,1,0,0,-2.62,4.7,4.285714285714286,4.5,3.5,4.0,3.8125,3.5,4.0,3.5,0
16,4.0,2.0,2,5.0,4.0,4.0,3.0,0,1,0,-0.6200000000000001,4.3,4.0,4.5,5.0,3.5,4.4375,3.5,4.625,4.5,1
25,3.0,7.0,3,5.0,5.0,5.0,5.0,1,0,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
21,3.0,8.0,4,4.0,3.0,4.0,4.0,0,0,0,-0.6200000000000001,3.5,3.0714285714285716,2.75,3.5,3.5,3.4375,3.0,3.75,3.5,0
39,3.0,8.0,3,5.0,4.0,4.0,3.0,0,0,0,-2.62,4.1,3.5,4.25,4.5,4.0,4.1875,4.5,3.875,4.5,1
7,3.0,6.0,4,5.0,3.0,4.0,3.0,0,1,0,0.3799999999999999,4.5,4.142857142857143,4.0,4.0,5.0,4.0,5.0,3.875,4.5,0
28,4.0,3.0,2,5.0,4.0,5.0,4.0,0,1,0,0.3799999999999999,4.5,4.428571428571429,4.75,4.5,5.0,4.25,4.5,4.25,4.0,1
38,3.0,3.0,3,4.0,4.0,3.0,4.0,0,1,0,0.3799999999999999,4.0,4.5,4.5,4.5,4.0,4.75,4.0,4.5,5.0,0
21,3.0,8.0,3,4.0,4.0,4.0,4.0,1,0,0,0.3799999999999999,4.3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
16,4.0,4.0,2,3.0,5.0,5.0,3.0,0,1,0,-0.6200000000000001,4.3,3.9285714285714284,4.75,4.5,4.0,4.25,4.0,4.25,4.5,0
26,3.0,3.0,2,3.0,4.0,5.0,5.0,0,1,0,-1.62,5.0,5.0,4.75,5.0,4.0,5.0,4.0,5.0,5.0,1
16,3.0,2.0,3,5.0,3.0,4.0,4.0,0,1,0,0.3799999999999999,4.8,4.071428571428571,3.75,3.5,4.5,3.75,4.0,4.125,4.0,1
16,4.0,7.0,2,5.0,5.0,5.0,5.0,0,1,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
16,3.0,5.0,2,3.0,4.0,4.0,4.0,0,1,0,-0.6200000000000001,4.0,4.0,3.75,3.5,4.5,3.875,4.5,4.0,4.5,0
2,4.0,5.0,1,5.0,5.0,5.0,5.0,1,0,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
10,3.0,1.0,4,5.0,5.0,5.0,5.0,0,0,1,-2.62,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
38,3.0,8.0,2,5.0,5.0,5.0,4.0,1,0,0,-1.62,5.0,5.0,4.75,5.0,5.0,4.8125,5.0,5.0,4.5,1
25,4.0,8.0,2,4.0,4.0,4.0,4.0,0,0,0,0.3799999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
12,3.0,6.0,3,2.0,2.0,2.0,2.0,1,0,0,-2.62,2.8,3.642857142857143,3.0,3.0,3.5,3.1875,4.0,3.5,3.5,0
5,3.0,7.0,2,4.0,4.0,4.0,3.0,0,1,0,0.3799999999999999,3.8,3.4285714285714284,3.0,4.5,5.0,3.125,4.0,3.625,4.0,0
16,3.0,8.0,4,4.0,4.0,4.0,4.0,0,0,0,0.3799999999999999,4.7,5.0,5.0,5.0,5.0,4.5625,5.0,4.875,5.0,1
21,3.0,8.0,3,5.0,5.0,5.0,4.0,0,0,0,1.38,5.0,4.714285714285714,4.5,5.0,5.0,4.625,5.0,4.875,5.0,1
16,3.0,8.0,3,4.0,4.0,5.0,4.0,1,0,0,0.3799999999999999,4.5,4.357142857142857,4.25,4.0,4.0,4.0,4.0,4.0,4.0,0
21,3.0,7.0,3,5.0,5.0,5.0,5.0,1,0,0,1.38,4.8,4.857142857142857,4.25,4.0,5.0,5.0,4.5,4.875,5.0,1
12,3.0,2.0,4,4.0,3.0,5.0,3.0,0,0,1,1.38,4.6,4.642857142857143,3.5,4.5,4.5,3.5625,4.5,3.75,5.0,0
38,3.0,4.0,4,4.0,4.0,4.0,4.0,1,0,0,0.3799999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
22,4.0,4.0,2,4.0,5.0,5.0,4.0,1,0,0,1.38,5.0,4.785714285714286,5.0,5.0,5.0,5.0,3.0,5.0,4.5,1
7,3.0,6.0,4,5.0,5.0,5.0,3.0,0,1,0,-0.6200000000000001,4.7,4.142857142857143,4.0,4.0,3.5,3.875,4.0,4.0,4.0,0
8,4.0,5.0,2,5.0,4.0,4.0,1.0,0,1,0,-2.62,4.2,4.142857142857143,4.25,4.5,3.5,4.4375,4.0,4.75,4.0,0
16,4.0,5.0,2,4.0,3.0,4.0,4.0,0,1,0,-1.62,4.8,4.5,4.75,4.0,4.0,4.875,4.0,5.0,3.5,0
7,3.0,1.0,3,4.0,3.0,4.0,3.0,0,0,0,0.3799999999999999,3.8,3.642857142857143,4.0,4.0,4.0,3.9375,4.0,3.75,4.5,0
6,3.0,8.0,4,4.0,4.0,4.0,4.0,1,0,0,0.3799999999999999,3.8,3.2857142857142856,3.75,3.5,3.5,4.0,3.0,3.625,3.5,0
12,4.0,7.0,1,5.0,5.0,5.0,5.0,1,0,0,0.3799999999999999,5.0,5.0,5.0,5.0,4.5,5.0,4.5,5.0,4.5,1
16,4.0,5.0,2,4.0,2.0,4.0,1.0,0,1,0,-2.62,4.5,4.285714285714286,4.25,3.0,5.0,4.625,2.5,3.75,4.0,1
21,3.0,8.0,4,4.0,4.0,4.0,4.0,1,0,0,0.3799999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
20,3.0,8.0,3,4.0,4.0,4.0,3.0,1,0,0,-0.6200000000000001,3.8,4.071428571428571,4.5,4.5,4.0,3.625,4.5,4.125,4.5,0
13,3.0,8.0,3,5.0,5.0,5.0,4.0,0,0,0,1.38,4.6,4.285714285714286,4.75,5.0,5.0,4.5,4.0,4.5,4.5,0
16,3.0,3.0,2,4.0,4.0,4.0,4.0,0,1,0,0.3799999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
21,3.0,6.0,3,5.0,5.0,5.0,5.0,0,1,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
21,3.0,7.0,3,5.0,5.0,5.0,5.0,1,0,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
30,3.0,6.0,3,3.0,4.0,4.0,3.0,1,0,0,-1.62,4.8,3.7857142857142856,4.75,3.5,4.5,4.1875,4.5,4.75,5.0,1
5,5.0,3.0,3,5.0,5.0,5.0,5.0,0,0,0,1.38,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
21,3.0,6.0,3,5.0,5.0,5.0,5.0,0,1,0,1.38,5.0,4.857142857142857,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
5,3.0,7.0,3,4.0,4.0,4.0,4.0,0,0,0,-1.62,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,0
5,3.0,8.0,4,3.0,4.0,5.0,4.0,0,0,0,0.3799999999999999,4.6,3.642857142857143,4.5,4.5,4.5,3.875,4.0,4.375,5.0,1
21,3.0,6.0,3,4.0,4.0,4.0,4.0,0,0,0,0.3799999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
5,3.0,7.0,3,5.0,2.0,4.0,2.0,1,0,0,0.3799999999999999,4.1,3.142857142857143,1.25,4.0,4.0,2.375,4.0,2.375,2.5,0
